year,month,day,hour,minute,usd,
2018,06,10,04,20,109.530000,
2018,06,10,04,21,109.530000,
2018,06,10,04,22,109.530000,
2018,06,10,04,23,109.530000,
2018,06,10,04,24,109.530000,
2018,06,10,04,25,109.530000,
2018,06,10,04,26,109.530000,
2018,06,10,04,27,109.530000,
2018,06,10,04,28,109.530000,
2018,06,10,04,29,109.530000,
2018,06,10,04,30,109.530000,
2018,06,10,04,31,109.530000,
2018,06,10,04,32,109.530000,
2018,06,10,04,33,109.530000,
2018,06,10,04,34,109.530000,
2018,06,10,04,35,109.530000,
2018,06,10,04,36,109.530000,
2018,06,10,04,37,109.530000,
2018,06,10,04,38,109.530000,
2018,06,10,04,39,109.530000,
2018,06,10,04,40,109.530000,
2018,06,10,04,41,109.530000,
2018,06,10,04,42,109.530000,
2018,06,10,04,43,109.530000,
2018,06,10,04,44,109.530000,
2018,06,10,04,45,109.530000,
2018,06,10,04,46,109.530000,
2018,06,10,04,47,109.530000,
2018,06,10,04,48,109.530000,
2018,06,10,04,49,109.530000,
2018,06,10,04,50,109.530000,
2018,06,10,04,51,109.530000,
2018,06,10,04,52,109.530000,
2018,06,10,04,53,109.530000,
2018,06,10,04,54,109.530000,
2018,06,10,04,55,109.530000,
2018,06,10,04,56,109.530000,
2018,06,10,04,57,109.530000,
2018,06,10,04,58,109.530000,
2018,06,10,04,59,109.530000,
2018,06,10,05,00,109.530000,
2018,06,10,05,01,109.530000,
2018,06,10,05,02,109.530000,
2018,06,10,05,03,109.530000,
2018,06,10,05,04,109.530000,
2018,06,10,05,05,109.530000,
2018,06,10,05,06,109.530000,
2018,06,10,05,07,109.530000,
2018,06,10,05,08,109.530000,
2018,06,10,05,09,109.530000,
2018,06,10,05,10,109.530000,
2018,06,10,05,11,109.530000,
2018,06,10,05,12,109.530000,
2018,06,10,05,13,109.530000,
2018,06,10,05,14,109.530000,
2018,06,10,05,15,109.530000,
2018,06,10,05,16,109.530000,
2018,06,10,05,17,109.530000,
2018,06,10,05,18,109.530000,
2018,06,10,05,19,109.530000,
2018,06,10,05,20,109.530000,
2018,06,10,05,21,109.530000,
2018,06,10,05,22,109.530000,
2018,06,10,05,23,109.530000,
2018,06,10,05,24,109.530000,
2018,06,10,05,25,109.530000,
2018,06,10,05,26,109.530000,
2018,06,10,05,27,109.530000,
2018,06,10,05,28,109.530000,
2018,06,10,05,29,109.530000,
2018,06,10,05,30,109.530000,
2018,06,10,05,31,109.530000,
2018,06,10,05,32,109.530000,
2018,06,10,05,33,109.530000,
2018,06,10,05,34,109.530000,
2018,06,10,05,35,109.530000,
2018,06,10,05,36,109.530000,
2018,06,10,05,37,109.530000,
2018,06,10,05,38,109.530000,
2018,06,10,05,39,109.530000,
2018,06,10,05,40,109.530000,
2018,06,10,05,41,109.530000,
2018,06,10,05,42,109.530000,
2018,06,10,05,43,109.530000,
2018,06,10,05,44,109.530000,
2018,06,10,05,45,109.530000,
2018,06,10,05,46,109.530000,
2018,06,10,05,47,109.530000,
2018,06,10,05,48,109.530000,
2018,06,10,05,49,109.530000,
2018,06,10,05,50,109.530000,
2018,06,10,05,51,109.530000,
2018,06,10,05,52,109.530000,
2018,06,10,05,53,109.530000,
2018,06,10,05,54,109.530000,
2018,06,10,05,55,109.530000,
2018,06,10,05,56,109.530000,
2018,06,10,05,57,109.530000,
2018,06,10,05,58,109.530000,
2018,06,10,05,59,109.530000,
2018,06,10,06,00,109.530000,
2018,06,10,06,01,109.530000,
2018,06,10,06,02,109.530000,
2018,06,10,06,03,109.530000,
2018,06,10,06,04,109.530000,
2018,06,10,06,05,109.530000,
2018,06,10,06,06,109.530000,
2018,06,10,06,07,109.530000,
2018,06,10,06,08,109.530000,
2018,06,10,06,09,109.530000,
2018,06,10,06,10,109.530000,
2018,06,10,06,11,109.530000,
2018,06,10,06,12,109.530000,
2018,06,10,06,13,109.530000,
2018,06,10,06,14,109.530000,
2018,06,10,06,15,109.530000,
2018,06,10,06,16,109.530000,
2018,06,10,06,17,109.530000,
2018,06,10,06,18,109.530000,
2018,06,10,06,19,109.530000,
2018,06,10,06,20,109.530000,
2018,06,10,06,21,109.530000,
2018,06,10,06,22,109.530000,
2018,06,10,06,23,109.530000,
2018,06,10,06,24,109.530000,
2018,06,10,06,25,109.530000,
2018,06,10,06,26,109.530000,
2018,06,10,06,27,109.530000,
2018,06,10,06,28,109.530000,
2018,06,10,06,29,109.530000,
2018,06,10,06,30,109.530000,
2018,06,10,06,31,109.530000,
2018,06,10,06,32,109.530000,
2018,06,10,06,33,109.530000,
2018,06,10,06,34,109.530000,
2018,06,10,06,35,109.530000,
2018,06,10,06,36,109.530000,
2018,06,10,06,37,109.530000,
2018,06,10,06,38,109.530000,
2018,06,10,06,39,109.530000,
2018,06,10,06,40,109.530000,
2018,06,10,06,41,109.530000,
2018,06,10,06,42,109.530000,
2018,06,10,06,43,109.530000,
2018,06,10,06,44,109.530000,
2018,06,10,06,45,109.530000,
2018,06,10,06,46,109.530000,
2018,06,10,06,47,109.530000,
2018,06,10,06,48,109.530000,
2018,06,10,06,49,109.530000,
2018,06,10,06,50,109.530000,
2018,06,10,06,51,109.530000,
2018,06,10,06,52,109.530000,
2018,06,10,06,53,109.530000,
2018,06,10,06,54,109.530000,
2018,06,10,06,55,109.530000,
2018,06,10,06,56,109.530000,
2018,06,10,06,57,109.530000,
2018,06,10,06,58,109.530000,
2018,06,10,06,59,109.530000,
2018,06,10,07,00,109.530000,
2018,06,10,07,01,109.530000,
2018,06,10,07,02,109.530000,
2018,06,10,07,03,109.530000,
2018,06,10,07,04,109.530000,
2018,06,10,07,05,109.530000,
2018,06,10,07,06,109.530000,
2018,06,10,07,07,109.530000,
2018,06,10,07,08,109.530000,
2018,06,10,07,09,109.530000,
2018,06,10,07,10,109.530000,
2018,06,10,07,11,109.530000,
2018,06,10,07,12,109.530000,
2018,06,10,07,13,109.530000,
2018,06,10,07,14,109.530000,
2018,06,10,07,15,109.530000,
2018,06,10,07,16,109.530000,
2018,06,10,07,17,109.530000,
2018,06,10,07,18,109.530000,
2018,06,10,07,19,109.530000,
2018,06,10,07,20,109.530000,
2018,06,10,07,21,109.530000,
2018,06,10,07,22,109.530000,
2018,06,10,07,23,109.530000,
2018,06,10,07,24,109.530000,
2018,06,10,07,25,109.530000,
2018,06,10,07,26,109.530000,
2018,06,10,07,27,109.530000,
2018,06,10,07,28,109.530000,
2018,06,10,07,29,109.530000,
2018,06,10,07,30,109.530000,
2018,06,10,07,31,109.530000,
2018,06,10,07,32,109.530000,
2018,06,10,07,33,109.530000,
2018,06,10,07,34,109.530000,
2018,06,10,07,35,109.530000,
2018,06,10,07,36,109.530000,
2018,06,10,07,37,109.530000,
2018,06,10,07,38,109.530000,
2018,06,10,07,39,109.530000,
2018,06,10,07,40,109.530000,
2018,06,10,07,41,109.530000,
2018,06,10,07,42,109.530000,
2018,06,10,07,43,109.530000,
2018,06,10,07,44,109.530000,
2018,06,10,07,45,109.530000,
2018,06,10,07,46,109.530000,
2018,06,10,07,47,109.530000,
2018,06,10,07,48,109.530000,
2018,06,10,07,49,109.530000,
2018,06,10,07,50,109.530000,
2018,06,10,07,51,109.530000,
2018,06,10,07,52,109.530000,
2018,06,10,07,53,109.530000,
2018,06,10,07,54,109.530000,
2018,06,10,07,55,109.530000,
2018,06,10,07,56,109.530000,
2018,06,10,07,57,109.530000,
2018,06,10,07,58,109.530000,
2018,06,10,07,59,109.530000,
2018,06,10,08,00,109.530000,
2018,06,10,08,01,109.530000,
2018,06,10,08,02,109.530000,
2018,06,10,08,03,109.530000,
2018,06,10,08,04,109.530000,
2018,06,10,08,05,109.530000,
2018,06,10,08,06,109.530000,
2018,06,10,08,07,109.530000,
2018,06,10,08,08,109.530000,
2018,06,10,08,09,109.530000,
2018,06,10,08,10,109.530000,
2018,06,10,08,11,109.530000,
2018,06,10,08,12,109.530000,
2018,06,10,08,13,109.530000,
2018,06,10,08,14,109.530000,
2018,06,10,08,15,109.530000,
2018,06,10,08,16,109.530000,
2018,06,10,08,17,109.530000,
2018,06,10,08,18,109.530000,
2018,06,10,08,19,109.530000,
2018,06,10,08,20,109.530000,
2018,06,10,08,21,109.530000,
2018,06,10,08,22,109.530000,
2018,06,10,08,23,109.530000,
2018,06,10,08,24,109.530000,
2018,06,10,08,25,109.530000,
2018,06,10,08,26,109.530000,
2018,06,10,08,27,109.530000,
2018,06,10,08,28,109.530000,
2018,06,10,08,29,109.530000,
2018,06,10,08,30,109.530000,
2018,06,10,08,31,109.530000,
2018,06,10,08,32,109.530000,
2018,06,10,08,33,109.530000,
2018,06,10,08,34,109.530000,
2018,06,10,08,35,109.530000,
2018,06,10,08,36,109.530000,
2018,06,10,08,37,109.530000,
2018,06,10,08,38,109.530000,
2018,06,10,08,39,109.530000,
2018,06,10,08,40,109.530000,
2018,06,10,08,41,109.530000,
2018,06,10,08,42,109.530000,
2018,06,10,08,43,109.530000,
2018,06,10,08,44,109.530000,
2018,06,10,08,45,109.530000,
2018,06,10,08,46,109.530000,
2018,06,10,08,47,109.530000,
2018,06,10,08,48,109.530000,
2018,06,10,08,49,109.530000,
2018,06,10,08,50,109.530000,
2018,06,10,08,51,109.530000,
2018,06,10,08,52,109.530000,
2018,06,10,08,53,109.530000,
2018,06,10,08,54,109.530000,
2018,06,10,08,55,109.530000,
2018,06,10,08,56,109.530000,
2018,06,10,08,57,109.530000,
2018,06,10,08,58,109.530000,
2018,06,10,08,59,109.530000,
2018,06,10,09,00,109.530000,
2018,06,10,09,01,109.530000,
2018,06,10,09,02,109.530000,
2018,06,10,09,03,109.530000,
2018,06,10,09,04,109.530000,
2018,06,10,09,05,109.530000,
2018,06,10,09,06,109.530000,
2018,06,10,09,07,109.530000,
2018,06,10,09,08,109.530000,
2018,06,10,09,09,109.530000,
2018,06,10,09,10,109.530000,
2018,06,10,09,11,109.530000,
2018,06,10,09,12,109.530000,
2018,06,10,09,13,109.530000,
2018,06,10,09,14,109.530000,
2018,06,10,09,15,109.530000,
2018,06,10,09,16,109.530000,
2018,06,10,09,17,109.530000,
2018,06,10,09,18,109.530000,
2018,06,10,09,19,109.530000,
2018,06,10,09,20,109.530000,
2018,06,10,09,21,109.530000,
2018,06,10,09,22,109.530000,
2018,06,10,09,23,109.530000,
2018,06,10,09,24,109.530000,
2018,06,10,09,25,109.530000,
2018,06,10,09,26,109.530000,
2018,06,10,09,27,109.530000,
2018,06,10,09,28,109.530000,
2018,06,10,09,29,109.530000,
2018,06,10,09,30,109.530000,
2018,06,10,09,31,109.530000,
2018,06,10,09,32,109.530000,
2018,06,10,09,33,109.530000,
2018,06,10,09,34,109.530000,
2018,06,10,09,35,109.530000,
2018,06,10,09,36,109.530000,
2018,06,10,09,37,109.530000,
2018,06,10,09,38,109.530000,
2018,06,10,09,39,109.530000,
2018,06,10,09,40,109.530000,
2018,06,10,09,41,109.530000,
2018,06,10,09,42,109.530000,
2018,06,10,09,43,109.530000,
2018,06,10,09,44,109.530000,
2018,06,10,09,45,109.530000,
2018,06,10,09,46,109.530000,
2018,06,10,09,47,109.530000,
2018,06,10,09,48,109.530000,
2018,06,10,09,49,109.530000,
2018,06,10,09,50,109.530000,
2018,06,10,09,51,109.530000,
2018,06,10,09,52,109.530000,
2018,06,10,09,53,109.530000,
2018,06,10,09,54,109.530000,
2018,06,10,09,55,109.530000,
2018,06,10,09,56,109.530000,
2018,06,10,09,57,109.530000,
2018,06,10,09,58,109.530000,
2018,06,10,09,59,109.530000,
2018,06,10,10,00,109.530000,
2018,06,10,10,01,109.530000,
2018,06,10,10,02,109.530000,
2018,06,10,10,03,109.530000,
2018,06,10,10,04,109.530000,
2018,06,10,10,05,109.530000,
2018,06,10,10,06,109.530000,
2018,06,10,10,07,109.530000,
2018,06,10,10,08,109.530000,
2018,06,10,10,09,109.530000,
2018,06,10,10,10,109.530000,
2018,06,10,10,11,109.530000,
2018,06,10,10,12,109.530000,
2018,06,10,10,13,109.530000,
2018,06,10,10,14,109.530000,
2018,06,10,10,15,109.530000,
2018,06,10,10,16,109.530000,
2018,06,10,10,17,109.530000,
2018,06,10,10,18,109.530000,
2018,06,10,10,19,109.530000,
2018,06,10,10,20,109.530000,
2018,06,10,10,21,109.530000,
2018,06,10,10,22,109.530000,
2018,06,10,10,23,109.530000,
2018,06,10,10,24,109.530000,
2018,06,10,10,25,109.530000,
2018,06,10,10,26,109.530000,
2018,06,10,10,27,109.530000,
2018,06,10,10,28,109.530000,
2018,06,10,10,29,109.530000,
2018,06,10,10,30,109.530000,
2018,06,10,10,31,109.530000,
2018,06,10,10,32,109.530000,
2018,06,10,10,33,109.530000,
2018,06,10,10,34,109.530000,
2018,06,10,10,35,109.530000,
2018,06,10,10,36,109.530000,
2018,06,10,10,37,109.530000,
2018,06,10,10,38,109.530000,
2018,06,10,10,39,109.530000,
2018,06,10,10,40,109.530000,
2018,06,10,10,41,109.530000,
2018,06,10,10,42,109.530000,
2018,06,10,10,43,109.530000,
2018,06,10,10,44,109.530000,
2018,06,10,10,45,109.530000,
2018,06,10,10,46,109.530000,
2018,06,10,10,47,109.530000,
2018,06,10,10,48,109.530000,
2018,06,10,10,49,109.530000,
2018,06,10,10,50,109.530000,
2018,06,10,10,51,109.530000,
2018,06,10,10,52,109.530000,
2018,06,10,10,53,109.530000,
2018,06,10,10,54,109.530000,
2018,06,10,10,55,109.530000,
2018,06,10,10,56,109.530000,
2018,06,10,10,57,109.530000,
2018,06,10,10,58,109.530000,
2018,06,10,10,59,109.530000,
2018,06,10,11,00,109.530000,
2018,06,10,11,01,109.530000,
2018,06,10,11,02,109.530000,
2018,06,10,11,03,109.530000,
2018,06,10,11,04,109.530000,
2018,06,10,11,05,109.530000,
2018,06,10,11,06,109.530000,
2018,06,10,11,07,109.530000,
2018,06,10,11,08,109.530000,
2018,06,10,11,09,109.530000,
2018,06,10,11,10,109.530000,
2018,06,10,11,11,109.530000,
2018,06,10,11,12,109.530000,
2018,06,10,11,13,109.530000,
2018,06,10,11,14,109.530000,
2018,06,10,11,15,109.530000,
2018,06,10,11,16,109.530000,
2018,06,10,11,17,109.530000,
2018,06,10,11,18,109.530000,
2018,06,10,11,19,109.530000,
2018,06,10,11,20,109.530000,
2018,06,10,11,21,109.530000,
2018,06,10,11,22,109.530000,
2018,06,10,11,23,109.530000,
2018,06,10,11,24,109.530000,
2018,06,10,11,25,109.530000,
2018,06,10,11,26,109.530000,
2018,06,10,11,27,109.530000,
2018,06,10,11,28,109.530000,
2018,06,10,11,29,109.530000,
2018,06,10,11,30,109.530000,
2018,06,10,11,31,109.530000,
2018,06,10,11,32,109.530000,
2018,06,10,11,33,109.530000,
2018,06,10,11,34,109.530000,
2018,06,10,11,35,109.530000,
2018,06,10,11,36,109.530000,
2018,06,10,11,37,109.530000,
2018,06,10,11,38,109.530000,
2018,06,10,11,39,109.530000,
2018,06,10,11,40,109.530000,
2018,06,10,11,41,109.530000,
2018,06,10,11,42,109.530000,
2018,06,10,11,43,109.530000,
2018,06,10,11,44,109.530000,
2018,06,10,11,45,109.530000,
2018,06,10,11,46,109.530000,
2018,06,10,11,47,109.530000,
2018,06,10,11,48,109.530000,
2018,06,10,11,49,109.530000,
2018,06,10,11,50,109.530000,
2018,06,10,11,51,109.530000,
2018,06,10,11,52,109.530000,
2018,06,10,11,53,109.530000,
2018,06,10,11,54,109.530000,
2018,06,10,11,55,109.530000,
2018,06,10,11,56,109.530000,
2018,06,10,11,57,109.530000,
2018,06,10,11,58,109.530000,
2018,06,10,11,59,109.530000,
2018,06,10,12,00,109.530000,
2018,06,10,12,01,109.530000,
2018,06,10,12,02,109.530000,
2018,06,10,12,03,109.530000,
2018,06,10,12,04,109.530000,
2018,06,10,12,05,109.530000,
2018,06,10,12,06,109.530000,
2018,06,10,12,07,109.530000,
2018,06,10,12,08,109.530000,
2018,06,10,12,09,109.530000,
2018,06,10,12,10,109.530000,
2018,06,10,12,11,109.530000,
2018,06,10,12,12,109.530000,
2018,06,10,12,13,109.530000,
2018,06,10,12,14,109.530000,
2018,06,10,12,15,109.530000,
2018,06,10,12,16,109.530000,
2018,06,10,12,17,109.530000,
2018,06,10,12,18,109.530000,
2018,06,10,12,19,109.530000,
2018,06,10,12,20,109.530000,
2018,06,10,12,21,109.530000,
2018,06,10,12,22,109.530000,
2018,06,10,12,23,109.530000,
2018,06,10,12,24,109.530000,
2018,06,10,12,25,109.530000,
2018,06,10,12,26,109.530000,
2018,06,10,12,27,109.530000,
2018,06,10,12,28,109.530000,
2018,06,10,12,29,109.530000,
2018,06,10,12,30,109.530000,
2018,06,10,12,31,109.530000,
2018,06,10,12,32,109.530000,
2018,06,10,12,33,109.530000,
2018,06,10,12,34,109.530000,
2018,06,10,12,35,109.530000,
2018,06,10,12,36,109.530000,
2018,06,10,12,37,109.530000,
2018,06,10,12,38,109.530000,
2018,06,10,12,39,109.530000,
2018,06,10,12,40,109.530000,
2018,06,10,12,41,109.530000,
2018,06,10,12,42,109.530000,
2018,06,10,12,43,109.530000,
2018,06,10,12,44,109.530000,
2018,06,10,12,45,109.530000,
2018,06,10,12,46,109.530000,
2018,06,10,12,47,109.530000,
2018,06,10,12,48,109.530000,
2018,06,10,12,49,109.530000,
2018,06,10,12,50,109.530000,
2018,06,10,12,51,109.530000,
2018,06,10,12,52,109.530000,
2018,06,10,12,53,109.530000,
2018,06,10,12,54,109.530000,
2018,06,10,12,55,109.530000,
2018,06,10,12,56,109.530000,
2018,06,10,12,57,109.530000,
2018,06,10,12,58,109.530000,
2018,06,10,12,59,109.530000,
2018,06,10,13,00,109.530000,
2018,06,10,13,01,109.530000,
2018,06,10,13,02,109.530000,
2018,06,10,13,03,109.530000,
2018,06,10,13,04,109.530000,
2018,06,10,13,05,109.530000,
2018,06,10,13,06,109.530000,
2018,06,10,13,07,109.530000,
2018,06,10,13,08,109.530000,
2018,06,10,13,09,109.530000,
2018,06,10,13,10,109.530000,
2018,06,10,13,11,109.530000,
2018,06,10,13,12,109.530000,
2018,06,10,13,13,109.530000,
2018,06,10,13,14,109.530000,
2018,06,10,13,15,109.530000,
2018,06,10,13,16,109.530000,
2018,06,10,13,17,109.530000,
2018,06,10,13,18,109.530000,
2018,06,10,13,19,109.530000,
2018,06,10,13,20,109.530000,
2018,06,10,13,21,109.530000,
2018,06,10,13,22,109.530000,
2018,06,10,13,23,109.530000,
2018,06,10,13,24,109.530000,
2018,06,10,13,25,109.530000,
2018,06,10,13,26,109.530000,
2018,06,10,13,27,109.530000,
2018,06,10,13,28,109.530000,
2018,06,10,13,29,109.530000,
2018,06,10,13,30,109.530000,
2018,06,10,13,31,109.530000,
2018,06,10,13,32,109.530000,
2018,06,10,13,33,109.530000,
2018,06,10,13,34,109.530000,
2018,06,10,13,35,109.530000,
2018,06,10,13,36,109.530000,
2018,06,10,13,37,109.530000,
2018,06,10,13,38,109.530000,
2018,06,10,13,39,109.530000,
2018,06,10,13,40,109.530000,
2018,06,10,13,41,109.530000,
2018,06,10,13,42,109.530000,
2018,06,10,13,43,109.530000,
2018,06,10,13,44,109.530000,
2018,06,10,13,45,109.530000,
2018,06,10,13,46,109.530000,
2018,06,10,13,47,109.530000,
2018,06,10,13,48,109.530000,
2018,06,10,13,49,109.530000,
2018,06,10,13,50,109.530000,
2018,06,10,13,51,109.530000,
2018,06,10,13,52,109.530000,
2018,06,10,13,53,109.530000,
2018,06,10,13,54,109.530000,
2018,06,10,13,55,109.530000,
2018,06,10,13,56,109.530000,
2018,06,10,13,57,109.530000,
2018,06,10,13,58,109.530000,
